gene,expt,time,expression
YDL095W,alpha,0,-0.29
YDL096C,alpha,0,-0.26
YDL097C,alpha,0,0.22
YDL098C,alpha,0,-0.12
YDL099W,alpha,0,0.11
YDL100C,alpha,0,-0.13
YDL101C,alpha,0,-0.89
YDL102W,alpha,0,-0.58
YDL103C,alpha,0,-0.54
YDL104C,alpha,0,-0.5
YDL105W,alpha,0,-0.64
YDL106C,alpha,0,-0.56
YDL107W,alpha,0,-0.42
YDL108W,alpha,0,-0.26
YDL109C,alpha,0,-0.5
YDL110C,alpha,0,-0.11
YDL111C,alpha,0,0.35
YDL112W,alpha,0,-0.15
YDL113C,alpha,0,0.14
YDL114W,alpha,0,0.24
YDL115C,alpha,0,0.17
YDL116W,alpha,0,0.09
YDL117W,alpha,0,-0.35
YDL118W,alpha,0,0.05
YDL119C,alpha,0,0.2
YDL120W,alpha,0,0.22
YDL121C,alpha,0,-0.03
YDL122W,alpha,0,0.16
YDL123W,alpha,0,0.1
YDL124W,alpha,0,-0.27
YDL125C,alpha,0,0.43
YDL126C,alpha,0,0.07
YDL127W,alpha,0,1.83
YDL128W,alpha,0,-0.7
YDL129W,alpha,0,0.43
YDL130W,alpha,0,0.25
YDL131W,alpha,0,-0.29
YDL132W,alpha,0,0.27
YDL133W,alpha,0,0.4
YDL134C,alpha,0,-0.06
YDL134C-A,alpha,0,NA
YDL135C,alpha,0,0.68
YDL136W,alpha,0,0.16
YDL137W,alpha,0,-0.3
YDL138W,alpha,0,-0.17
YDL139C,alpha,0,0.07
YDL140C,alpha,0,0.05
YDL141W,alpha,0,0.24
YDL142C,alpha,0,-0.07
YDL143W,alpha,0,0.01
YDL144C,alpha,0,0.24
YDL145C,alpha,0,-0.17
YDL146W,alpha,0,-0.26
YDL147W,alpha,0,0.28
YDL148C,alpha,0,-0.29
YDL149W,alpha,0,-0.32
YDL150W,alpha,0,0.01
YDL151C,alpha,0,-0.01
YDL152W,alpha,0,-0.18
YDL153C,alpha,0,-0.1
YDL154W,alpha,0,-0.42
YDL155W,alpha,0,-0.74
YDL156W,alpha,0,-0.39
YDL157C,alpha,0,-0.32
YDL158C,alpha,0,0.05
YDL159W,alpha,0,0.04
YDL160C,alpha,0,0.28
YDL161W,alpha,0,0.08
YDL162C,alpha,0,0.16
YDL163W,alpha,0,-0.4
YDL164C,alpha,0,-0.5
YDL165W,alpha,0,0.1
YDL166C,alpha,0,0
YDL167C,alpha,0,0.36
YDL168W,alpha,0,0.02
YDL169C,alpha,0,0.22
YDL170W,alpha,0,-0.28
YDL171C,alpha,0,0.21
YDL172C,alpha,0,-0.03
YDL173W,alpha,0,0.21
YDL174C,alpha,0,-0.13
YDL175C,alpha,0,-0.16
YDL176W,alpha,0,-0.56
YDL177C,alpha,0,-0.09
YDL178W,alpha,0,-0.17
YDL179W,alpha,0,-0.99
YDL180W,alpha,0,-0.36
YDL181W,alpha,0,-0.32
YDL182W,alpha,0,-0.32
YDL183C,alpha,0,-0.29
YDL184C,alpha,0,0.06
YDL185W,alpha,0,0.18
YDL186W,alpha,0,0.25
YDL187C,alpha,0,0.19
YDL188C,alpha,0,0.08
YDL189W,alpha,0,-0.15
YDL190C,alpha,0,0.08
YDL191W,alpha,0,0.01
YDL192W,alpha,0,-0.06
YDL193W,alpha,0,-0.13
YDL194W,alpha,0,-0.21
YDL195W,alpha,0,-0.38
YDL196W,alpha,0,-0.44
YDL197C,alpha,0,-0.86
YDL198C,alpha,0,-0.35
YDL199C,alpha,0,-0.21
YDL200C,alpha,0,-0.41
YDL201W,alpha,0,0.03
YDL202W,alpha,0,-0.27
YDL203C,alpha,0,-0.42
YDL204W,alpha,0,-0.36
YDL205C,alpha,0,0.04
YDL206W,alpha,0,0.26
YDL207W,alpha,0,0.03
YDL208W,alpha,0,0.43
YDL209C,alpha,0,-0.18
YDL210W,alpha,0,0.01
YDL211C,alpha,0,-0.28
YDL212W,alpha,0,0.07
YDL213C,alpha,0,0.25
YDL214C,alpha,0,0.21
YDL215C,alpha,0,-0.32
YDL216C,alpha,0,0.18
YDL217C,alpha,0,-0.34
YDL218W,alpha,0,-0.16
YDL219W,alpha,0,-0.35
YDL220C,alpha,0,-0.42
YDL221W,alpha,0,-0.49
YDL222C,alpha,0,NA
YDL223C,alpha,0,-0.31
YDL224C,alpha,0,-0.53
YDL225W,alpha,0,-0.52
YDL226C,alpha,0,-0.46
YDL227C,alpha,0,-0.16
YDL228C,alpha,0,-0.43
YDL229W,alpha,0,-0.35
YDL230W,alpha,0,-0.16
YDL231C,alpha,0,-0.18
YDL232W,alpha,0,0.01
YDL233W,alpha,0,0.35
YDL234C,alpha,0,0.75
YDL235C,alpha,0,0.22
YDL236W,alpha,0,0.16
YDL237W,alpha,0,0.34
YDL238C,alpha,0,0.08
YDL239C,alpha,0,0.16
YDL240W,alpha,0,-0.26
YDL241W,alpha,0,0.53
YDL242W,alpha,0,-0.1
YDL243C,alpha,0,-0.04
YDL244W,alpha,0,-0.04
YDL245C,alpha,0,-0.1
YDL246C,alpha,0,-0.1
YDL247W,alpha,0,-0.17
YDL248W,alpha,0,-0.2
YDR001C,alpha,0,-0.11
YDR002W,alpha,0,-0.2
YDR003W,alpha,0,-0.17
YDR004W,alpha,0,-0.42
YDR005C,alpha,0,-0.15
YDR006C,alpha,0,0.29
YDR007W,alpha,0,0.08
YDR008C,alpha,0,-0.04
YDR009W,alpha,0,0.29
YDR010C,alpha,0,0.22
YDR011W,alpha,0,-0.48
YDR012W,alpha,0,0.21
YDR013W,alpha,0,-0.18
YDR014W,alpha,0,0.21
YDR015C,alpha,0,0
YDR016C,alpha,0,0
YDR017C,alpha,0,0.19
YDR018C,alpha,0,0.06
YDR019C,alpha,0,-0.68
YDR020C,alpha,0,0.01
YDR021W,alpha,0,0
YDR022C,alpha,0,-0.03
YDR023W,alpha,0,-0.04
YDR024W,alpha,0,-0.17
YDR025W,alpha,0,-0.14
YDR026C,alpha,0,-0.48
YDR027C,alpha,0,-0.34
YDR028C,alpha,0,-0.52
YDR029W,alpha,0,-0.12
YDR030C,alpha,0,0.19
YDR031W,alpha,0,NA
YDR032C,alpha,0,0.29
YDR033W,alpha,0,-1.49
YDR034C,alpha,0,0.11
YDR035W,alpha,0,0.39
YDR036C,alpha,0,0.1
YDR037W,alpha,0,0.35
YDR038C,alpha,0,0.05
YDR039C,alpha,0,-0.01
YDR040C,alpha,0,-0.27
YDR041W,alpha,0,0.35
YDR042C,alpha,0,-0.42
YDR043C,alpha,0,0
YDR044W,alpha,0,0.26
YDR045C,alpha,0,0.06
YDR046C,alpha,0,-0.22
YDR047W,alpha,0,-0.08
YDR048C,alpha,0,-0.43
YDR049W,alpha,0,-0.11
YDR050C,alpha,0,-0.16
YDR051C,alpha,0,0.12
YDR052C,alpha,0,-0.36
YDR053W,alpha,0,-0.27
YDR054C,alpha,0,0.14
YDR055W,alpha,0,-0.14
YDR056C,alpha,0,0.18
YDR057W,alpha,0,0.24
YDR058C,alpha,0,0.17
YDR059C,alpha,0,0.31
YDR060W,alpha,0,0.02
YDR061W,alpha,0,0.22
YDR062W,alpha,0,0.2
YDR063W,alpha,0,0.2
YDR064W,alpha,0,0.14
YDR065W,alpha,0,0.29
YDR066C,alpha,0,-0.57
YDR067C,alpha,0,0.09
YDR068W,alpha,0,-0.35
YDR069C,alpha,0,-0.1
YDR070C,alpha,0,-0.31
YDR071C,alpha,0,0.07
YDR072C,alpha,0,0.04
YDR073W,alpha,0,0.19
YDR074W,alpha,0,0.31
YDR075W,alpha,0,0
YDR076W,alpha,0,-0.48
YDR077W,alpha,0,-0.02
YDR078C,alpha,0,0.19
YDR079W,alpha,0,0.19
YDR080W,alpha,0,0.29
YDR081C,alpha,0,0.3
YDR082W,alpha,0,0.07
YDR083W,alpha,0,0.37
YDR084C,alpha,0,-0.18
YDR085C,alpha,0,2.17
YDR086C,alpha,0,-0.26
YDR087C,alpha,0,0.16
YDR088C,alpha,0,0.26
YDR089W,alpha,0,-0.58
YDR090C,alpha,0,-0.45
YDR091C,alpha,0,0.22
YDR092W,alpha,0,0.09
YDR093W,alpha,0,-0.26
YDR094W,alpha,0,-0.44
YDR095C,alpha,0,0
YDR096W,alpha,0,-0.26
YDR097C,alpha,0,-0.72
YDR098C,alpha,0,-0.25
YDR099W,alpha,0,-0.21
YDR100W,alpha,0,-0.12
YDR101C,alpha,0,0.21
YDR102C,alpha,0,0.08
YDR103W,alpha,0,0.24
YDR104C,alpha,0,-0.01
YDR105C,alpha,0,-0.03
YDR106W,alpha,0,0.01
YDR107C,alpha,0,-0.12
YDR108W,alpha,0,-0.02
YDR109C,alpha,0,-0.11
YDR110W,alpha,0,-0.09
YDR111C,alpha,0,0.42
YDR112W,alpha,0,0.2
YDR113C,alpha,0,-0.78
YDR114C,alpha,0,-0.17
YDR115W,alpha,0,-0.14
YDR116C,alpha,0,-0.2
YDR117C,alpha,0,-0.2
YDR118W,alpha,0,-0.48
YDR119W,alpha,0,-0.04
YDR120C,alpha,0,-0.42
YDR121W,alpha,0,-0.12
YDR122W,alpha,0,-0.3
YDR123C,alpha,0,-0.05
YDR124W,alpha,0,2.35
YDR125C,alpha,0,1.39
YDR126W,alpha,0,-0.18
YDR127W,alpha,0,0.13
YDR128W,alpha,0,-0.02
YDR129C,alpha,0,0.22
YDR130C,alpha,0,-0.3
YDR131C,alpha,0,0.16
YDR132C,alpha,0,0.37
YDR133C,alpha,0,-0.77
YDR134C,alpha,0,-0.29
YDR135C,alpha,0,-0.17
YDR136C,alpha,0,0.12
YDR137W,alpha,0,0.02
YDR138W,alpha,0,-0.33
YDR139C,alpha,0,-0.07
YDR140W,alpha,0,-0.36
YDR141C,alpha,0,-0.23
YDR142C,alpha,0,-0.11
YDR143C,alpha,0,0
YDR144C,alpha,0,0.03
YDR145W,alpha,0,-0.41
YDR146C,alpha,0,-1.29
YDR147W,alpha,0,-0.33
YDR148C,alpha,0,-0.11
YDR149C,alpha,0,-0.78
YDR150W,alpha,0,-0.44
YDR151C,alpha,0,-0.07
YDR152W,alpha,0,0.24
YDR153C,alpha,0,0.04
YDR154C,alpha,0,-0.13
YDR155C,alpha,0,0.23
YDR156W,alpha,0,0.12
YDR157W,alpha,0,0.08
YDR158W,alpha,0,0.09
YDR159W,alpha,0,0.2
YDR160W,alpha,0,0.03
YDR161W,alpha,0,0.26
YDR162C,alpha,0,-0.26
YDR163W,alpha,0,-0.31
YDR164C,alpha,0,0.6
YDR165W,alpha,0,-0.02
YDR166C,alpha,0,NA
YDR167W,alpha,0,-0.35
YDR168W,alpha,0,0.38
YDR169C,alpha,0,-0.18
YDR170C,alpha,0,-0.35
YDR171W,alpha,0,-0.12
YDR172W,alpha,0,-0.3
YDR173C,alpha,0,-0.2
YDR174W,alpha,0,0.35
YDR175C,alpha,0,0.1
YDR176W,alpha,0,-0.01
YDR177W,alpha,0,0.21
YDR178W,alpha,0,0.26
YDR179C,alpha,0,-0.07
YDR179W-A,alpha,0,NA
YDR180W,alpha,0,0.01
YDR181C,alpha,0,0.06
YDR182W,alpha,0,0.03
YDR183W,alpha,0,0.19
YDR184C,alpha,0,0.33
YDR185C,alpha,0,0.33
YDR186C,alpha,0,-0.3
YDR187C,alpha,0,-0.28
YDR188W,alpha,0,-0.3
YDR189W,alpha,0,-0.28
YDR190C,alpha,0,-0.07
YDR191W,alpha,0,-0.01
YDR192C,alpha,0,-0.16
YDR193W,alpha,0,-0.32
YDR194C,alpha,0,-0.12
YDR195W,alpha,0,-0.28
YDR196C,alpha,0,-0.04
YDR197W,alpha,0,0.03
YDR198C,alpha,0,0.24
YDR199W,alpha,0,-0.02
YDR200C,alpha,0,0
YDR201W,alpha,0,0
YDR202C,alpha,0,0.29
YDR203W,alpha,0,0.33
YDR204W,alpha,0,0.21
YDR205W,alpha,0,0.18
YDR206W,alpha,0,0.05
YDR207C,alpha,0,0.04
YDR208W,alpha,0,-0.36
YDR209C,alpha,0,0.09
YDR210W,alpha,0,-0.41
YDR211W,alpha,0,-0.03
YDR212W,alpha,0,-0.15
YDR213W,alpha,0,-0.38
YDR214W,alpha,0,-0.18
YDR215C,alpha,0,-0.38
YDR216W,alpha,0,-0.2
YDR217C,alpha,0,-0.49
YDR218C,alpha,0,-0.25
YDR219C,alpha,0,-0.31
YDR220C,alpha,0,0.14
YDR221W,alpha,0,-0.39
YDR222W,alpha,0,0.03
YDR223W,alpha,0,0.51
YDR224C,alpha,0,-1.51
YDR225W,alpha,0,-1.46
YDR226W,alpha,0,-0.02
YDR227W,alpha,0,0.01
YDR228C,alpha,0,-0.07
YDR229W,alpha,0,0.25
YDR230W,alpha,0,0.05
YDR231C,alpha,0,0.11
YDR232W,alpha,0,0.14
YDR233C,alpha,0,0.41
YDR234W,alpha,0,-0.3
YDR235W,alpha,0,NA
YDR236C,alpha,0,NA
YDR237W,alpha,0,NA
YDR238C,alpha,0,NA
YDR239C,alpha,0,NA
YDR240C,alpha,0,NA
YDR241W,alpha,0,NA
YDR242W,alpha,0,NA
YDR243C,alpha,0,NA
YDR244W,alpha,0,NA
YDR245W,alpha,0,NA
YDR246W,alpha,0,NA
YDR247W,alpha,0,NA
YDR248C,alpha,0,NA
YDR249C,alpha,0,1.08
YDR250C,alpha,0,-0.01
YDR251W,alpha,0,0.58
YDR252W,alpha,0,-0.31
YDR253C,alpha,0,-0.13
YDR254W,alpha,0,-0.44
YDR255C,alpha,0,-0.05
YDR256C,alpha,0,-0.39
YDR257C,alpha,0,0.24
YDR258C,alpha,0,-0.27
YDR259C,alpha,0,0.14
YDR260C,alpha,0,0.23
YDR261C,alpha,0,-0.05
YDR262W,alpha,0,0.41
YDR263C,alpha,0,-0.08
YDR264C,alpha,0,-0.05
YDR265W,alpha,0,0.07
YDR266C,alpha,0,0.09
YDR267C,alpha,0,0.09
YDR268W,alpha,0,-0.21
YDR269C,alpha,0,-0.77
YDR270W,alpha,0,-0.29
YDR271C,alpha,0,-1.07
YDR272W,alpha,0,0.26
YDR273W,alpha,0,-0.01
YDR274C,alpha,0,0.24
YDR275W,alpha,0,0.23
YDR276C,alpha,0,0.02
YDR277C,alpha,0,0.21
YDR278C,alpha,0,0.06
YDR279W,alpha,0,-0.22
YDR280W,alpha,0,0.27
YDR281C,alpha,0,-0.37
YDR282C,alpha,0,-0.09
YDR283C,alpha,0,0.22
YDR284C,alpha,0,-0.3
YDR285W,alpha,0,-0.07
YDR286C,alpha,0,-0.5
YDR287W,alpha,0,-0.12
YDR288W,alpha,0,-0.37
YDR289C,alpha,0,0.09
YDR290W,alpha,0,0.01
YDR291W,alpha,0,-0.1
YDR292C,alpha,0,-0.32
YDR293C,alpha,0,-0.02
YDR294C,alpha,0,0.23
YDR295C,alpha,0,0.09
YDR296W,alpha,0,-0.13
YDR297W,alpha,0,-0.45
YDR298C,alpha,0,-0.07
YDR299W,alpha,0,-0.08
YDR300C,alpha,0,0.27
YDR301W,alpha,0,-0.2
YDR302W,alpha,0,-0.16
YDR303C,alpha,0,-0.6
YDR304C,alpha,0,0.54
YDR305C,alpha,0,-0.24
YDR306C,alpha,0,-0.37
YDR307W,alpha,0,-0.41
YDR308C,alpha,0,-0.15
YDR309C,alpha,0,0.6
YDR310C,alpha,0,-0.18
YDR311W,alpha,0,0.08
YDR312W,alpha,0,-0.13
YDR313C,alpha,0,-0.17
YDR314C,alpha,0,-0.35
YDR315C,alpha,0,-0.13
YDR316W,alpha,0,-0.12
YDR317W,alpha,0,-0.02
YDR318W,alpha,0,-0.03
YDR319C,alpha,0,-0.1
YDR320C,alpha,0,0.21
YDR321W,alpha,0,0.11
YDR322W,alpha,0,0.13
YDR323C,alpha,0,-0.19
YDR324C,alpha,0,0.29
YDR325W,alpha,0,-0.41
YDR326C,alpha,0,-0.07
YDR327W,alpha,0,0.14
YDR328C,alpha,0,NA
YDR329C,alpha,0,-0.03
YDR330W,alpha,0,-0.14
YDR331W,alpha,0,-0.37
YDR332W,alpha,0,-0.21
YDR333C,alpha,0,-0.23
YDR334W,alpha,0,0.43
YDR335W,alpha,0,-0.01
YDR336W,alpha,0,0.1
YDR337W,alpha,0,-0.05
YDR338C,alpha,0,-0.36
YDR339C,alpha,0,0.19
YDR340W,alpha,0,-0.03
YDR341C,alpha,0,-0.13
YDR342C,alpha,0,0.11
YDR343C,alpha,0,0.29
YDR344C,alpha,0,0.1
YDR345C,alpha,0,0.35
YDR346C,alpha,0,0.08
YDR347W,alpha,0,0.13
YDR348C,alpha,0,-0.2
YDR349C,alpha,0,0.37
YDR350C,alpha,0,0.49
YDR351W,alpha,0,0.42
YDR352W,alpha,0,-0.03
YDR353W,alpha,0,0.12
YDR354W,alpha,0,-0.05
YDR355C,alpha,0,-0.27
YDR356W,alpha,0,-0.2
YDR357C,alpha,0,-0.17
YDR358W,alpha,0,0.35
YDR359C,alpha,0,-0.1
YDR360W,alpha,0,-0.09
YDR361C,alpha,0,0.15
YDR362C,alpha,0,-0.06
YDR363W,alpha,0,0.14
YDR364C,alpha,0,0.18
YDR365C,alpha,0,0.17
YDR366C,alpha,0,0.39
YDR367W,alpha,0,-0.07
YDR368W,alpha,0,0.3
YDR369C,alpha,0,0.2
YDR370C,alpha,0,0.04
YDR371W,alpha,0,0.19
YDR372C,alpha,0,0.1
YDR373W,alpha,0,0.08
YDR374C,alpha,0,0.36
YDR375C,alpha,0,-0.28
YDR376W,alpha,0,0
YDR377W,alpha,0,-0.1
YDR378C,alpha,0,-0.06
YDR379W,alpha,0,-0.01
YDR380W,alpha,0,-0.67
YDR381W,alpha,0,-0.39
YDR382W,alpha,0,-0.15
YDR383C,alpha,0,0.49
YDR384C,alpha,0,-0.11
YDR385W,alpha,0,0.06
YDR386W,alpha,0,-0.56
YDR387C,alpha,0,-0.05
YDR388W,alpha,0,-0.33
YDR389W,alpha,0,-0.37
YDR390C,alpha,0,-0.03
YDR391C,alpha,0,0.74
YDR392W,alpha,0,0.1
YDR393W,alpha,0,0.21
YDR394W,alpha,0,0.27
YDR395W,alpha,0,0.32
YDR396W,alpha,0,0.19
YDR397C,alpha,0,0.37
YDR398W,alpha,0,0.33
YDR399W,alpha,0,0.11
YDR400W,alpha,0,-0.33
YDR401W,alpha,0,0.21
YDR402C,alpha,0,0
YDR403W,alpha,0,-0.13
YDR404C,alpha,0,-0.17
YDR405W,alpha,0,0.08
YDR406W,alpha,0,-0.57
YDR407C,alpha,0,-0.23
YDR408C,alpha,0,0.05
YDR409W,alpha,0,-0.26
YDR410C,alpha,0,0.1
YDR411C,alpha,0,-0.09
YDR412W,alpha,0,-0.41
YDR413C,alpha,0,-0.13
YDR414C,alpha,0,-0.19
YDR415C,alpha,0,0.39
YDR416W,alpha,0,0.28
YDR417C,alpha,0,0.2
YDR418W,alpha,0,0.12
YDR419W,alpha,0,0.18
YDR420W,alpha,0,-0.03
YDR421W,alpha,0,-0.01
YDR422C,alpha,0,0.04
YDR423C,alpha,0,0.13
YDR424C,alpha,0,0.26
YDR425W,alpha,0,0.1
YDR426C,alpha,0,-0.28
YDR427W,alpha,0,-0.05
YDR428C,alpha,0,-0.21
YDR429C,alpha,0,0.07
YDR430C,alpha,0,-0.11
YDR431W,alpha,0,0.16
YDR432W,alpha,0,-0.27
YDR433W,alpha,0,-0.19
YDR434W,alpha,0,0.04
YDR435C,alpha,0,0.29
YDR436W,alpha,0,-0.34
YDR437W,alpha,0,-0.09
YDR438W,alpha,0,0.21
YDR439W,alpha,0,0.21
YDR440W,alpha,0,-0.27
YDR441C,alpha,0,0.09
YDR442W,alpha,0,0.16
YDR443C,alpha,0,0.14
YDR444W,alpha,0,0.1
YDR445C,alpha,0,0.06
YDR446W,alpha,0,0.19
YDR447C,alpha,0,0.17
YDR448W,alpha,0,-0.01
YDR449C,alpha,0,0.08
YDR450W,alpha,0,-0.35
YDR451C,alpha,0,-1.15
YDR452W,alpha,0,-0.62
YDR453C,alpha,0,-0.27
YDR454C,alpha,0,-0.09
YDR455C,alpha,0,-0.19
YDR456W,alpha,0,0.09
YDR457W,alpha,0,-0.02
YDR458C,alpha,0,0.06
YDR459C,alpha,0,-0.09
YDR460W,alpha,0,-0.1
YDR461W,alpha,0,2.36
YDR462W,alpha,0,-0.03
YDR463W,alpha,0,-0.23
YDR464W,alpha,0,-0.12
YDR465C,alpha,0,0.35
YDR466W,alpha,0,-0.07
YDR467C,alpha,0,-0.17
YDR468C,alpha,0,0.03
YDR469W,alpha,0,-0.06
YDR470C,alpha,0,-0.01
YDR471W,alpha,0,0.07
YDR472W,alpha,0,0.15
YDR473C,alpha,0,-0.14
YDR474C,alpha,0,-0.31
YDR475C,alpha,0,0.06
YDR476C,alpha,0,-0.34
YDR477W,alpha,0,-0.26
YDR478W,alpha,0,-0.26
YDR479C,alpha,0,0.2
YDR480W,alpha,0,0.34
YDR481C,alpha,0,-0.85
YDR482C,alpha,0,-0.14
YDR483W,alpha,0,-0.03
YDR484W,alpha,0,-0.39
YDR485C,alpha,0,-0.29
YDR486C,alpha,0,0.4
YDR487C,alpha,0,0.13
YDR488C,alpha,0,-0.32
YDR489W,alpha,0,-0.04
YDR490C,alpha,0,0.32
YDR491C,alpha,0,0.18
YDR492W,alpha,0,0.46
YDR493W,alpha,0,-0.02
YDR494W,alpha,0,0.2
YDR495C,alpha,0,-0.1
YDR496C,alpha,0,0.1
YDR497C,alpha,0,-0.33
YDR498C,alpha,0,-0.38
YDR499W,alpha,0,-0.16
YDR500C,alpha,0,-0.19
YDR501W,alpha,0,-0.68
YDR502C,alpha,0,-0.64
YDR503C,alpha,0,-0.21
YDR504C,alpha,0,-0.34
YDR505C,alpha,0,-0.24
YDR506C,alpha,0,-0.3
YDR507C,alpha,0,-1.76
YDR508C,alpha,0,-0.8
YDR509W,alpha,0,-0.49
YDR510W,alpha,0,-0.43
YDR511W,alpha,0,0.1
YDR512C,alpha,0,0.06
YDR513W,alpha,0,0.07
YDR514C,alpha,0,0.14
YDR515W,alpha,0,-0.05
YDR516C,alpha,0,-0.02
YDR517W,alpha,0,0.13
YDR518W,alpha,0,-0.08
YDR519W,alpha,0,0.13
YDR520C,alpha,0,0.12
YDR521W,alpha,0,0.28
YDR522C,alpha,0,-0.5
YDR523C,alpha,0,-0.18
YDR524C,alpha,0,-0.15
YDR525W,alpha,0,-0.09
YDR526C,alpha,0,-0.57
YDR527W,alpha,0,-0.24
YDR528W,alpha,0,-1.63
YDR529C,alpha,0,-0.15
YDR530C,alpha,0,-0.07
YDR531W,alpha,0,0.12
YDR532C,alpha,0,-0.31
YDR533C,alpha,0,0.06
YDR534C,alpha,0,-0.89
YDR535C,alpha,0,0.21
YDR536W,alpha,0,0.18
YDR537C,alpha,0,0.04
YDR538W,alpha,0,-0.04
YDR539W,alpha,0,0.33
YDR540C,alpha,0,0.08
YDR541C,alpha,0,0.46
YDR542W,alpha,0,0.29
YDR543C,alpha,0,0.05
YDR544C,alpha,0,-0.2
YDR545W,alpha,0,-0.59
YEL001C,alpha,0,0
YEL002C,alpha,0,0.05
YEL003W,alpha,0,-0.23
YEL004W,alpha,0,0.1
YEL005C,alpha,0,0.19
YEL006W,alpha,0,0.17
YEL007W,alpha,0,-0.66
YEL008W,alpha,0,0.69
YEL009C,alpha,0,-0.12
YEL010W,alpha,0,-0.01
YEL011W,alpha,0,-0.46
YEL012W,alpha,0,0.01
YEL013W,alpha,0,0.05
YEL014C,alpha,0,0.1
YEL015W,alpha,0,0.1
YEL016C,alpha,0,-0.29
YEL017C-A,alpha,0,NA
YEL017W,alpha,0,-0.5
YEL018W,alpha,0,0.1
YEL019C,alpha,0,0.04
YEL020C,alpha,0,0.09
YEL021W,alpha,0,0.47
YEL022W,alpha,0,-0.27
YEL023C,alpha,0,0.03
YEL024W,alpha,0,-0.19
YEL025C,alpha,0,-0.16
YEL026W,alpha,0,-0.04
YEL027W,alpha,0,-0.1
YEL028W,alpha,0,-0.09
YEL029C,alpha,0,0.07
YEL030W,alpha,0,-0.34
YEL031W,alpha,0,-0.21
YEL032W,alpha,0,-0.25
YEL033W,alpha,0,0
YEL034W,alpha,0,-0.22
YEL035C,alpha,0,0.07
YEL036C,alpha,0,0.06
YEL037C,alpha,0,0.03
YEL038W,alpha,0,0
YEL039C,alpha,0,0.13
YEL040W,alpha,0,0.11
YEL041W,alpha,0,0
YEL042W,alpha,0,-0.36
YEL043W,alpha,0,-0.04
YEL044W,alpha,0,0.17
YEL045C,alpha,0,0.16
YEL046C,alpha,0,0.1
YEL047C,alpha,0,0.43
YEL048C,alpha,0,-0.58
YEL049W,alpha,0,0.16
YEL050C,alpha,0,-0.28
YEL051W,alpha,0,-0.02
YEL052W,alpha,0,-0.06
YEL053C,alpha,0,0.3
YEL054C,alpha,0,-0.29
YEL055C,alpha,0,-0.19
YEL056W,alpha,0,-0.34
YEL057C,alpha,0,0.22
YEL058W,alpha,0,0.53
YEL059C-A,alpha,0,NA
YEL059W,alpha,0,0.44
YEL060C,alpha,0,0.6
YEL061C,alpha,0,-0.45
YEL062W,alpha,0,0.06
YEL063C,alpha,0,0.11
YEL064C,alpha,0,-0.35
YEL065W,alpha,0,-1.1
YEL066W,alpha,0,-0.1
YEL067C,alpha,0,-0.03
YEL068C,alpha,0,0.4
YEL069C,alpha,0,0.06
YEL070W,alpha,0,0.06
YEL071W,alpha,0,-0.11
YEL072W,alpha,0,-0.09
YEL073C,alpha,0,0.13
YEL074W,alpha,0,-0.6
YEL075C,alpha,0,-0.88
YEL076C,alpha,0,-1
YEL076C-A,alpha,0,NA
YEL076W-C,alpha,0,NA
YEL077C,alpha,0,-0.39
YER001W,alpha,0,-2.29
YER002W,alpha,0,0.02
YER003C,alpha,0,-1.33
YER004W,alpha,0,-0.61
YER005W,alpha,0,-0.04
YER006W,alpha,0,0.17
YER007C-A,alpha,0,NA
YER007W,alpha,0,0.16
YER008C,alpha,0,-0.41
YER009W,alpha,0,0.2
YER010C,alpha,0,0.43
YER011W,alpha,0,-0.4
YER012W,alpha,0,0.14
YER013W,alpha,0,0.3
YER014W,alpha,0,-0.24
YER015W,alpha,0,0.31
YER016W,alpha,0,0.04
YER017C,alpha,0,-0.34
YER018C,alpha,0,0.52
YER019C-A,alpha,0,NA
YER019W,alpha,0,0.96
YER020W,alpha,0,0.12
YER021W,alpha,0,0.07
YER022W,alpha,0,-0.2
YER023W,alpha,0,-0.13
YER024W,alpha,0,-0.47
YER025W,alpha,0,0.22
YER026C,alpha,0,-0.52
YER027C,alpha,0,-0.28
YER028C,alpha,0,-0.11
YER029C,alpha,0,-0.16
YER030W,alpha,0,-0.09
YER031C,alpha,0,-0.03
YER032W,alpha,0,-0.79
YER033C,alpha,0,0.06
YER034W,alpha,0,0.32
YER035W,alpha,0,0.52
YER036C,alpha,0,0.21
YER037W,alpha,0,0.19
YER038C,alpha,0,0.24
YER039C,alpha,0,-0.14
YER040W,alpha,0,-0.12
YER041W,alpha,0,-0.05
YER042W,alpha,0,-0.38
YER043C,alpha,0,-0.12
YER044C,alpha,0,0.06
YER044C-A,alpha,0,NA
YER045C,alpha,0,0.08
YER046W,alpha,0,-0.04
YER047C,alpha,0,-0.17
YER048C,alpha,0,-0.31
YER049W,alpha,0,-0.13
YER050C,alpha,0,-0.11
YER051W,alpha,0,-0.48
YER052C,alpha,0,0.1
YER053C,alpha,0,0.75
YER054C,alpha,0,0.04
YER055C,alpha,0,0.08
YER056C,alpha,0,0.14
YER056C-A,alpha,0,NA
YER057C,alpha,0,0.41
YER058W,alpha,0,-0.08
YER059W,alpha,0,-0.26
YER060W,alpha,0,-0.22
YER060W-A,alpha,0,NA
YER061C,alpha,0,0.3
YER062C,alpha,0,-0.12
YER063W,alpha,0,-0.41
YER064C,alpha,0,-1.02
YER065C,alpha,0,-0.56
YER066C-A,alpha,0,NA
